"Dataset_ID"	"Original.chronology_Compared"	"Original.chronology_VS._Newly.chronology"	"Reason"	"LegacyAge 1.0_Source"
4482	"Giesecke et al. 2014 (MADCAP)"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"Both ok and AWI's priority"	"AWI"
4483	"Two: EPD default and Giesecke et al. 2014 (MADCAP)"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the last dating point better"	"AWI"
4484	"Two: Cal BP and Giesecke et al. 2014 (MADCAP)"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"All 14C datings only at middle depth, 'Giesecke et al. 2014 (MADCAP)' Neotoma reproduces a change in sedimentation at 246 cm which our model cannot"	"Neotoma_Giesecke et al. 2014 (MADCAP)"
4485	NA	"No original (calibrated) chronology"	"No original (calibrated) chronology"	"AWI"
4489	"Giesecke et al. 2014 (MADCAP)"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"Both ok and AWI's priority, publication unavailable"	"AWI"
4490	"Giesecke et al. 2014 (MADCAP)"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"Neotoma's include more Biostratigraphic datings at core bottom and keep consistent with the diagram from publication"	"Neotoma_Giesecke et al. 2014 (MADCAP)"
4492	"Giesecke et al. 2014 (MADCAP)"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"Both ok and AWI's priority as using Bacon"	"AWI"
4493	NA	"No original (calibrated) chronology"	"No original (calibrated) chronology"	"AWI"
4494	"Giesecke et al. 2014 (MADCAP)"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"Both ok and AWI's priority"	"AWI"
4497	"Giesecke et al. 2014 (MADCAP)"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core top age better"	"AWI"
4498	"Giesecke et al. 2014 (MADCAP)"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"Both ok and AWI's priority"	"AWI"
4501	"CAL BP"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"Both ok and AWI's priority"	"AWI"
4502	NA	"No original (calibrated) chronology"	"No original (calibrated) chronology"	"AWI"
4504	"Giesecke et al. 2014 (MADCAP)"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core top and basal ages from publication"	"AWI"
4505	"Giesecke et al. 2014 (MADCAP)"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core top age better"	"AWI"
4507	"Giesecke et al. 2014 (MADCAP)"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core top age better"	"AWI"
4510	"Giesecke et al. 2014 (MADCAP)"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"Both ok and AWI's priority"	"AWI"
4517	"Giesecke et al. 2014 (MADCAP)"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core top age better"	"AWI"
4518	"Giesecke et al. 2014 (MADCAP)"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"Both ok and AWI's priority, publication unavailable"	"AWI"
4523	"Giesecke et al. 2014 (MADCAP)"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch datings at high depth better"	"AWI"
4524	"Giesecke et al. 2014 (MADCAP)"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core top age better"	"AWI"
4527	"Bacon (Kuneš et al. 2015)"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the second dating point better"	"AWI"
4529	"Giesecke et al. 2014 (MADCAP)"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up all datings at low depth better"	"AWI"
4531	"Giesecke et al. 2014 (MADCAP)"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up all datings better"	"AWI"
4532	"Giesecke et al. 2014 (MADCAP)"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"The younger dating at 217.5 cm maybe unreliable according to Neotoma and the publication unavailable, AWI's accept the older dating of 217.5 cm seems more reliable"	"AWI"
4533	"Giesecke et al. 2014 (MADCAP)"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core top age better"	"AWI"
4539	"Giesecke et al. 2014 (MADCAP)"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"Both ok and AWI's priority"	"AWI"
4541	"Giesecke et al. 2014 (MADCAP)"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core top age better"	"AWI"
4542	"Giesecke et al. 2014 (MADCAP)"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core top age better"	"AWI"
4543	"Giesecke et al. 2014 (MADCAP)"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core top age better"	"AWI"
4545	"Giesecke et al. 2014 (MADCAP)"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up all datings better and include the core top age"	"AWI"
4548	"Giesecke et al. 2014 (MADCAP)"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core top age better"	"AWI"
4549	NA	"No original (calibrated) chronology"	"No original (calibrated) chronology"	"AWI"
4551	"Giesecke et al. 2014 (MADCAP)"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"Neotoma's catch up the first dating better by using 'clam' and keep consistent with other uncalibrated model, only 2 14C datings, publication unavailable"	"Neotoma_Giesecke et al. 2014 (MADCAP)"
4554	"Giesecke et al. 2014 (MADCAP)"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include more datings better from publication"	"AWI"
4555	"CAL BP"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the last dating point better, publication unavailable"	"AWI"
4558	"Three: NAPD 1, Author calibrated and Wang et al. 2019"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core top age better"	"AWI"
7850	NA	"No original (calibrated) chronology"	"No original (calibrated) chronology"	"AWI"
7852	NA	"No original (calibrated) chronology"	"No original (calibrated) chronology"	"AWI"
10967	"Two: Neotoma 1 and Glaser et al. 2013"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"All of them ok and AWI's priority"	"AWI"
10981	"NAPD 2"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up all datings better"	"AWI"
12023	"Two: Neotoma 1 and Carrillo-Bastos et al. 2013"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the last dating point better"	"AWI"
13029	"Four: Neotoma 1, author preferred, Wang et al. 2019 and PalEON-STEPPS"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up all datings better and keep consistent with the publication"	"AWI"
13032	"Two: Neotoma 1 and Camill et al. 2003"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up datings at 2000-2500 cm better"	"AWI"
13047	"Five: Booth et al. 2012, Neotoma 1, Neotoma 2, PalEON-STEPPS and Wang et al. 2019"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"All of them ok and AWI's priority"	"AWI"
13051	"Three: Nelson & Hu 2008, PalEON-STEPPS and Neotoma 1"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the first dating better according to publication"	"AWI"
13053	"Neotoma 1"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"Both ok and AWI's priority"	"AWI"
13055	"Two: Neotoma 1 and Wang et al. 2019"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core top age better"	"AWI"
13060	"Three: PalEON 1, PalEON-STEPPS and Wang et al."	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up more datings at high depth"	"AWI"
13069	"Three: PalEON 1, PalEON-STEPPS and Wang et al. 2019"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up more datings at high depth"	"AWI"
13071	"Three: PalEON 1, PalEON-STEPPS and Wang et al. 2019"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up more datings at high depth"	"AWI"
13073	"Two: PalEON 1 and PalEON-STEPPS"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up more datings at high depth"	"AWI"
13079	"Neotoma 1"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's more reliable after the last dating point"	"AWI"
13097	"Three: Brugam et al. 2004, Blois et al. 2011 and PalEON-STEPPS"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core basal age from publication better"	"AWI"
14104	"Two: Neotoma and Wang et al. 2019"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up more datings at high depth"	"AWI"
14110	"Two: EPD 1 and Leira et al 2007"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include more datings from publication"	"AWI"
14125	"EPD1"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up more datings at high depth"	"AWI"
14134	"JPD 1"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include more datings from publication"	"AWI"
14177	"Two: EPD 1 and Connolly 1999"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up all datings better and include the core top age"	"AWI"
14264	"Carson et al. 2014"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up all datings at low depth better"	"AWI"
14266	"Carson et al. 2014"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the last dating better"	"AWI"
14270	"Four: Umbanhower, PalEON, PalEON-STEPPS and Wang et al."	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core top age better"	"AWI"
14274	"Two: EPD1 and von Engelbrechten et al 2000"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the last dating point better"	"AWI"
14276	"Two: EPD1 and Stefanini 2008"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up more datings at 40-100 cm"	"AWI"
14278	"Two: EPD1 and Mitchell(1988)"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's more reliable after the last dating point"	"AWI"
14289	"Two: EPD1 and Dodson 1990"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up all datings at high depth better"	"AWI"
14291	"Two: EPD1 and Mitchell 1990"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core basal age"	"AWI"
14370	"Two: Wang et al. 2019 and Neotoma 1"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core top age better"	"AWI"
14410	"Three: Jackson et al. 2014, PalEON-STEPPS and Wang et al. 2019"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core top age better"	"AWI"
14446	"Three: Neotoma 1, PalEON-STEPPS and Wang et al. 2019"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up more datings at high depth"	"AWI"
14491	"Neotoma 1"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the two last dating points better"	"AWI"
14494	"Two: Neotoma 1 and Wang et al. 2019"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the last three datings better"	"AWI"
14498	"Neotoma 1"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the last two dating points better according to the publication"	"AWI"
14510	"Two: EPD1 and Mitchell(1988)"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"All of them ok and AWI's priority"	"AWI"
14512	"Two: EPD1 and Heery (1998)"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the last dating better"	"AWI"
14521	"Two: EPD1 and Browne(1986)"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the last dating point better and cover the whole core"	"AWI"
14523	"Two: EPD1 and Browne (1986)"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the first dating point better"	"AWI"
