TaxonName,Harmonisation
Cyrilla sp.,Cyrilla
Cyrillaceae,Cyrillaceae
Cyrtandra,Gesneriaceae
Cyrtosperma-type,Araceae
Cystopteris,Delete
Cystopteris bulbifera,Delete
Cystopteris fragilis,Delete
Cystopteris fragilis-type,Delete
Cystopteris sudetica,Delete
Cystopteris undiff.,Delete
Cystopteris-type,Delete
Cytinaceae,Cytinaceae
Cytinus,Cytinaceae
Cytinus hypocistis,Cytinaceae
Cytisus,Fabaceae
Cytisus grandiflorus,Fabaceae
Cytisus scoparius,Fabaceae
Cytisus scoparius-type,Fabaceae
Cytisus sect. Sarothamnus,Fabaceae
Cytisus sect. Spartopsis,Fabaceae
Cytisus/Genista-type,Fabaceae
Cytisus-type,Fabaceae
Cyttaranthus,Euphorbiaceae
Cyttaranthus congolensis,Euphorbiaceae
Dacrycarpus,Dacrycarpus
Dacrycarpus (trisaccate),Dacrycarpus
Dacrycarpus dacrydioides,Dacrycarpus
Dacrycarpus imbricatus,Dacrycarpus
Dacrydium,Dacrydium
Dacrydium cupressinum,Dacrydium
Dacrydium fonckii,Dacrydium
Dacrydium franklinii,Dacrydium
Dacrydium pierrei,Dacrydium
Dacrydium-type,Dacrydium
Dacryodes,Dacryodes
Dacryodes-type,Dacryodes
Dactyladenia,Dactyladenia
Dactylis,Poaceae
Dactylis-type,Poaceae
Dalbergia,Dalbergia
Dalbergia (type 1),Dalbergia
Dalbergia (type 2),Dalbergia
Dalbergia-type,Dalbergia
Dalbergieae,Fabaceae
Dalea,Fabaceae
Dalea candida,Fabaceae
Dalea candida-type,Fabaceae
Dalea cf. D. formosa,Fabaceae
Dalea feayi-type,Fabaceae
Dalea purpurea,Fabaceae
Dalea purpurea-type,Fabaceae
Dalea sp.,Fabaceae
Dalea undiff.,Fabaceae
Dalea-type,Fabaceae
Dalechampia,Euphorbiaceae
Dalechampia-type,Euphorbiaceae
Damasonium,Delete
Damnacanthus,Rubiaceae
Dampiera,Goodeniaceae
Danaea,Delete
Daniellia,Daniellia
Daniellia-type,Daniellia
Danthonia,Poaceae
Danthonioideae,Poaceae
Daphnandra,Daphnandra
Daphne,Thymelaeaceae
Daphne cf. D. cneorum,Thymelaeaceae
Daphne cneorum,Thymelaeaceae
Daphne gnidium,Thymelaeaceae
Daphne gnidium-type,Thymelaeaceae
Daphne laureola,Thymelaeaceae
Daphne mezereum,Thymelaeaceae
Daphne oleoides,Thymelaeaceae
Daphne sericea,Thymelaeaceae
Daphne/Thymelaea,Thymelaeaceae
Daphne-type,Thymelaeaceae
Daphnia sp.,Delete
Daphnia(exuviae),Delete
Daphniidae,Delete
Daphniphyllaceae,Daphniphyllaceae
Daphniphyllum,Daphniphyllum
Daphnopsis,Daphnopsis
Daphnopsis cf. D. beta,Daphnopsis
Darlingia,Darlingia
Darwiniothamnus,Asteraceae
Dasylirion,Asparagaceae
Dasylirion cf. D. wheeleri,Asparagaceae
Dasylirion sp.,Asparagaceae
Dasylirion wheeleri,Asparagaceae
Dasyochloa,Poaceae
Dasyochloa pulchella,Poaceae
Dasyphyllum,Dasyphyllum
Datisca,Datiscaceae
Datisca cannabina,Datiscaceae
Datiscaceae,Datiscaceae
Datura,Solanaceae
Datura meteloides,Solanaceae
Datura stramonium,Solanaceae
Datura wrightii,Solanaceae
Daucus,Apiaceae
Daucus carota,Apiaceae
Daucus carota-type,Apiaceae
Daucus pusillus,Apiaceae
Daucus-type,Apiaceae
Davallia,Delete
Davallia comp.,Delete
Davalliaceae,Delete
Daviesia,Fabaceae
Davilla,Dilleniaceae
Debarya glyptosperma,Didiereaceae
Decarya,Didiereaceae
Decaspermum,Decaspermum
Decaspermum-type,Decaspermum
Deciduous oaks,Quercus
Deciduous Quercus,Quercus
Deciduous trees,Delete
Decodon,Delete
Decodon verticillatus,Delete
Deinbollia,Deinbollia
Deinbollia-type,Deinbollia
Delitschia,Delete
Delonix,Delonix
Delphinium,Ranunculaceae
Delphinium ambiguum,Ranunculaceae
Delphinium elatum,Ranunculaceae
Delphinium/Aconitum,Ranunculaceae
Delphinium-type,Ranunculaceae
Deltoidospora adriensis,Delete
Deltoidospora sp.,Delete
Deltoidospora/Todisporites sp.,Delete
Dendrobangia,Metteniusaceae
Dendropanax,Dendropanax
Dendrosenecio,Asteraceae
Dennstaedtia,Delete
Dennstaedtiaceae,Delete
Dennstaedtiaceae,Delete
Dennstaedtiaceae: Hypolepis-type,Delete
Dennstaedtiaceae: Pteridium-type,Delete
Dennstaedtia-type,Delete
Deparia acrostichoides,Delete
Deschampsia,Poaceae
Deschampsia antarctica,Poaceae
Descurainia,Brassicaceae
Descurainia pinnata,Brassicaceae
Descurainia sophia,Brassicaceae
Descurainia sophia-type,Brassicaceae
Descurainia sp.,Brassicaceae
Descurainia undiff.,Brassicaceae
Desfontainia,Columelliaceae
Desmidiaceae,Delete
Desmidiales,Delete
Desmidiospora,Delete
Desmodieae,Fabaceae
Desmodium,Fabaceae
Desmodium-type,Fabaceae
Desmoncus,Arecaceae
Desplatsia,Malvaceae
Detarioideae,Fabaceae
Detarium,Detarium
Deutzia,Hydrangeaceae
Dialioideae,Fabaceae
Dialium,Dialium
Dialypetalantheae,Rubiaceae
Dianella,Asphodelaceae
Dianella-type,Asphodelaceae
Dianthus,Caryophyllaceae
Dianthus lusitanus-type,Caryophyllaceae
Dianthus superbus-type,Caryophyllaceae
Dianthus sylvestris,Caryophyllaceae
Dianthus/Petrorhagia,Caryophyllaceae
Dianthus-type,Caryophyllaceae
Diapensia,Diapensiaceae
Diapensia lapponica,Diapensiaceae
Diapensia obovata,Diapensiaceae
Diapensiaceae,Diapensiaceae
Diatenopteryx,Sapindaceae
Diatom,Delete
Dicella,Malpighiaceae
Dicella-type,Malpighiaceae
Dicentra,Papaveraceae
Dichapetalaceae,Dichapetalaceae
Dichondra,Convolvulaceae
Dichondra micrantha,Convolvulaceae
Dichondra-type (D. micrantha),Convolvulaceae
Dichosciadium,Apiaceae
Dichosciadium ranunculaceum,Apiaceae
Dichosciadium-type,Apiaceae
Dichostemma,Euphorbiaceae
Dichostylis,Cyperaceae
Dichromena colorata,Cyperaceae
Dichrostachys,Dichrostachys
Dichrostachys cinerea,Dichrostachys
Dicksonia,Delete
"Dicksonia (trilete, psilate, lobate)",Delete
Dicksonia antarctica,Delete
Dicksonia sellowiana,Delete
Dicksonia sellowina-type,Delete
Dicksoniaceae,Delete
Dicksonia-type,Delete
Diclidanthera,Polygalaceae
Dicliptera,Acanthaceae
Diclis,Scrophulariaceae
Dicoma,Asteraceae
Dicomeae,Asteraceae
Dicoria,Asteraceae
Dicoria sp.,Asteraceae
Dicranaceae,Delete
Dicranopteris,Delete
Dicranopteris linearis,Delete
Dicranosstyles aff. D. scandens,Convolvulaceae
Dicranostyles,Convolvulaceae
Dicranum,Delete
Dictamnus,Rutaceae
Dictamnus albus,Rutaceae
Dictyandra,Rubiaceae
Dictyocaryum,Dictyocaryum
Dictyocaryum/Dictyosperma,Dictyocaryum
Dictyomitra torquata,Delete
Dictyosperma,Dictyosperma
Dictyosperma-type,Dictyosperma
Didelotia,Fabaceae
Didelotia-type,Fabaceae
Didierea,Didiereaceae
Didiereaceae,Didiereaceae
Didymopanax,Didymopanax
Didymopanax (excluding Schefflera),Didymopanax
Didymopanax (type II),Didymopanax
Didymopanax undiff.,Didymopanax
Didymopanax-type,Didymopanax
Didymosphaeria massarioides (type HdV-85),Delete
Didymotheca,Didymotheca
Diervilla,Caprifoliaceae
Diervilla lonicera,Caprifoliaceae
Diervillaceae,Caprifoliaceae
Diervilloideae,Caprifoliaceae
Difflugia,Delete
Digera,Amaranthaceae
Digitalis,Plantaginaceae
Digitalis purpurea,Plantaginaceae
Digitalis purpurea-type,Plantaginaceae
Digitalis-type,Plantaginaceae
Digitaria,Poaceae
Digitaria californica,Poaceae
Dillenia,Dillenia
Dilleniaceae,Dilleniaceae
Dilleniaceae cf. Hibbertia,Hibbertia
Dilleniaceae undiff.,Dilleniaceae
Dilleniales,Dilleniales
Dillenia-type,Dillenia
Dilodendron,Sapindaceae
Dimorphandra,Dimorphandra
Dimorphocarpa,Brassicaceae
Dimorphocarpa wislizeni,Brassicaceae
Dimorphocarpa wislizeni/Dithyrea californica,Brassicaceae
Dinizia,Dinizia
Dinocysts,Delete
Dinoflagelae,Delete
Dinoflagellata,Delete
Dinoflagellata (freshwater),Delete
Dinoflagellata (marine),Delete
Dinoflagellata indet.,Delete
Dinoflagellata undiff.,Delete
Dinoflagellata|anachronic|cyst|NISP,Delete
Dinoflagellata|NA|cyst|NISP,Delete
Dioclea,Fabaceae
Dioclea-type,Fabaceae
Diodia,Rubiaceae
Diodia teres,Rubiaceae
Diodia-type,Rubiaceae
Dioicodendron,Rubiaceae
Dioscorea,Dioscoreaceae
Dioscorea communis,Dioscoreaceae
Dioscoreaceae,Dioscoreaceae
Dioscoreales,Dioscoreales
Diospyros,Diospyros
"Diospyros (Mauritius type 326, de Boer)",Diospyros
"Diospyros (Mauritius type 363, de Boer)",Diospyros
Diospyros-type,Diospyros
Dipcadi-type,Asparagaceae
Diphasiastrum,Delete
Diphasiastrum alpinum,Delete
Diphasiastrum alpinum/D. complanatum,Delete
Diphasiastrum alpinum-type,Delete
Diphasiastrum cf. D. alpinum,Delete
Diphasiastrum complanatum,Delete
Diphasiastrum complanatum/D. tristachyum,Delete
Diphasiastrum complanatum-type,Delete
Diphasiastrum sitchense,Delete
Diphasiastrum sitchense/D. alpinum,Delete
Diphasiastrum tristachyum,Delete
Diphasiastrum tristachyum-type,Delete
Diphasiastrum undiff.,Delete
Diphasiastrum-type,Delete
Diphasium,Delete
Diphasium  compl.,Delete
Diphasium jussiaei,Delete
Diphasium jussiaei-type,Delete
Diphaziastrum alpinum,Delete
Diphaziastrum complanatum,Delete
Diphoroteca,Delete
Diphorotheca,Asteraceae
Diplarrena-type,Iridaceae
Diplaspis-type,Apiaceae
Diplazium,Delete
Diploon,Sapotaceae
Diploplerygium,Delete
Diplopterygium,Delete
Diplotaxis sp.,Brassicaceae
Diplusodon,Lythraceae
Diporotheca,Delete
Diporotheca rhizophila,Delete
"Diporotheca rhizophila (type 143, HdV)",Delete
Dipsacaceae,Dipsacaceae
Dipsacaceae cf. Succisa,Caprifoliaceae
Dipsacaceae undiff.,Dipsacaceae
Dipsacales,Dipsacales
Dipsaceae,Dipsacaceae
Dipsacoideae,Caprifoliaceae
Dipsacoideae cf. Succisa,Caprifoliaceae
Dipsacoideae undiff.,Caprifoliaceae
Dipsacus,Caprifoliaceae
Dipsacus fullonum,Caprifoliaceae
Dipsacus fullonum-type,Caprifoliaceae
Dipsacus/Cephalaria,Caprifoliaceae
Dipsacus-type,Caprifoliaceae
Diptera,Delete
Dipterocarpaceae,Dipterocarpaceae
Dipterygeae,Fabaceae
Dipteryx,Fabaceae
Dipteryx sp.,Fabaceae
Dirca-type,Thymelaeaceae
Discaria,Discaria
Discaria-type,Discaria
Diselma,Cupressaceae
Diselma archeri,Cupressaceae
Disphyma-type,Aizoaceae
Dissiliaria,Picrodendraceae
Dissiliaria comp.,Picrodendraceae
Dissotis,Melastomataceae
Distemonanthus,Fabaceae
Distemonanthus benthamianus,Fabaceae
Distephanus boliviensis,Distephanus
Distichia,Delete
Distichlis,Poaceae
Distichlis spicata,Poaceae
Distichlis spicata subsp. stricta,Poaceae
Distichlis stricta var. dentata,Poaceae
Disturbed ground weeds,Delete
Distylium,Distylium
Distylium stellare,Distylium
Dithyrea,Brassicaceae
Dithyrea californica,Brassicaceae
Dithyrea wislizeni,Brassicaceae
Dobera,Dobera
Dodecatheon,Primulaceae
Dodecatheon-type,Primulaceae
Dodonaea,Dodonaea
"Dodonaea (Mauritius type 128, de Boer)",Dodonaea
"Dodonaea (Mauritius type 167, de Boer)",Dodonaea
Dodonaea (reticulate),Dodonaea
Dodonaea (small type),Dodonaea
Dodonaea cf. D. viscosa,Dodonaea
Dodonaea viscosa,Dodonaea
Dodonaea viscosa-type,Dodonaea
Dodonaea-type,Dodonaea
Dodonaeoideae,Sapindaceae
Dolicholobium,Rubiaceae
Dolichos,Fabaceae
Dolichos-type,Fabaceae
Doliocarpus,Dilleniaceae
Dombeya,Dombeya
Dombeya elliptica,Dombeya
Dombeya elliptica-type,Dombeya
Dombeya-type,Dombeya
Dombeyoideae,Malvaceae
Donatia,Stylidiaceae
Donatia fascicularis,Stylidiaceae
Donatia novae-zelandiae,Stylidiaceae
Donatiaceae,Stylidiaceae
Donatia-type,Stylidiaceae
Doronicum,Asteraceae
Doronicum-type,Asteraceae
Dorstenia,Moraceae
Dorstenia-type,Moraceae
Dorycnium,Fabaceae
Dorycnium hirsutum,Fabaceae
Dorycnium-type,Fabaceae
Doryphora,Doryphora
Douglasia,Primulaceae
Dovyalis,Dovyalis
Draba,Brassicaceae
Draba hirta,Brassicaceae
Draba-type,Brassicaceae
Dracaena,Dracaena
Dracaena steudneri,Dracaena
Dracaena steudneri-type,Dracaena
Dracaena-type,Dracaena
Dracocephalum-type,Lamiaceae
Dracophyllum,Dracophyllum
Drapetes,Thymelaeaceae
Drepanocladus,Delete
Drimiopsis,Asparagaceae
Drimys,Drimys
Drimys brasiliensis,Drimys
Drimys lanceolata,Drimys
Drimys winteri,Drimys
Drimys winteri-type,Drimys
Drosera,Delete
Drosera anglica,Delete
Drosera anglica-type,Delete
Drosera arcturi,Delete
Drosera cf. D. intermedia,Delete
Drosera cf. D. rotundifolia,Delete
Drosera intermedia,Delete
Drosera intermedia (B),Delete
Drosera intermedia-type,Delete
Drosera longifolia,Delete
Drosera rotundifolia,Delete
Drosera rotundifolia/D. anglica,Delete
Drosera rotundifolia-type,Delete
Drosera undiff.,Delete
Droseraceae,Droseraceae
Drosera-type,Delete
Dryas,Rosaceae
Dryas integrifolia,Rosaceae
Dryas octopetala,Rosaceae
Dryas-type,Rosaceae
Drymaria,Caryophyllaceae
Drymophila-type,Alstroemeriaceae
Drynaria,Delete
Dryobalanops,Dryobalanops
Dryobalanops-type,Dryobalanops
Dryopteridaceae,Delete
Dryopteridaceae/Polypodiaceae,Delete
Dryopteridaceae/Polypodiaceae undiff.,Delete
Dryopteris,Delete
Dryopteris campyloptera,Delete
Dryopteris carthusiana,Delete
Dryopteris carthusiana-type,Delete
Dryopteris cf. D. cristata,Delete
Dryopteris cf. D. filix-mas,Delete
Dryopteris cf. D. fragrans,Delete
Dryopteris cf. D. goldiana,Delete
Dryopteris crassirhizoma,Delete
Dryopteris cristata,Delete
Dryopteris cristata-type,Delete
Dryopteris dilatata,Delete
Dryopteris dilatata-type,Delete
Dryopteris filix-mas,Delete
Dryopteris filix-mas sensu stricto,Delete
Dryopteris filix-mas-type,Delete
Dryopteris fragrans,Delete
Dryopteris fragrans-type,Delete
Dryopteris goldiana,Delete
Dryopteris marginalis,Delete
Dryopteris undiff.,Delete
Dryopteris/Thelypteris,Delete
Dryopteris-type,Delete
Dryopteris-type undiff.,Delete
Drypetes,Drypetes
Drypetes gossweileri,Drypetes
Drypetes molunduana,Drypetes
Drypetes sepiaria,Drypetes
Drypetes sepiaria-type,Drypetes
Drypetes undiff.,Drypetes
Drypetes-type,Drypetes
Drypetes-type (D. gossweileri),Drypetes
Dulichieae,Cyperaceae
Dunalia,Solanaceae
Dunalia sp.,Solanaceae
Dungspore,Delete
Durio,Durio
Duroia,Duroia
Duschekia,Alnus
Duschekia fruticosa,Alnus
Duschekia=Alnaster fruticosa,Alnus
Duschekiae,Alnus
Dyadosporites,Delete
Dypsis,Dypsis
Dypsis leptocheilos,Dypsis
Dyschoriste,Acanthaceae
Dyschoriste-type,Acanthaceae
Dysopsis,Euphorbiaceae
Dysoxylum,Dysoxylum
Dysoxylum-type,Dysoxylum
Dyssodia,Asteraceae
Dyssodia acerosa,Asteraceae
E. intermedi?r,Ephedraceae
E.dist,Ephedraceae
E.frag,Ephedraceae
Eatonella,Asteraceae
Eatonella nivea,Asteraceae
Ebenaceae,Ebenaceae
Ebenus,Fabaceae
Ecbolium,Acanthaceae
Echeveria,Crassulaceae
Echinaperturites,Delete
Echinatisporis muelleri,Delete
Echinidinium transparantum,Delete
Echinocactus,Cactaceae
Echinocactus horizonthalonius,Cactaceae
Echinocactus texensis,Cactaceae
Echinocereus,Cactaceae
Echinocereus sp.,Cactaceae
Echinocystis,Cucurbitaceae
Echinocystis lobata,Cucurbitaceae
Echinodorus,Delete
Echinophora-type,Apiaceae
Echinops,Asteraceae
Echinops crispus,Asteraceae
Echinops ritro,Asteraceae
Echinops type,Asteraceae
Echinops/Acroptilon,Asteraceae
Echinops-type,Asteraceae
Echiperiporites aff. E. estelae,Delete
Echiperiporites aff. E. jutaiensis,Delete
Echiperiporites akanthos,Delete
Echiperiporites estelae,Delete
Echiperiporites lophatus,Delete
Echiperiporites sp.,Delete
Echipollenites sp.,Delete
"Echistephanoporites ""annulatus""",Delete
Echistephanoporites \annulatus\,Delete
Echiteae,Apocynaceae
Echites,Apocynaceae
Echitricolpites sp.,Delete
Echitriletes sp.,Delete
Echitriporites aff. E. trianguliformis,Delete
Echitriporites cricotriporatiformis,Delete
Echitriporites sp.,Delete
Echium,Boraginaceae
Echium lycopsis,Boraginaceae
Echium plantagineum,Boraginaceae
Echium vulgare,Boraginaceae
Echium vulgare-type,Boraginaceae
Echium/Onosma,Boraginaceae
Echium/Onosma-type,Boraginaceae
Echium/Vincetoxicum,Boraginaceae
Echium/Vincetoxicum-type,Boraginaceae
Echium-type,Boraginaceae
Echnops,Asteraceae
Ecliptinae,Asteraceae
Egeria densa,Delete
Ehretiaceae,Boraginaceae
Eichhornia,Delete
Eichhornia (large),Delete
Eichhornia (small),Delete
Eichhornia (type I),Delete
Eichhornia (type II),Delete
Eichhornia-type,Delete
Ekebergia,Ekebergia
Ekebergia-type,Ekebergia
Ekebergia-type (E. capensis),Ekebergia
Elaeagia,Elaeagia
Elaeagia-type,Elaeagia
Elaeagnaceae,Elaeagnaceae
Elaeagnaceae undiff.,Elaeagnaceae
Elaeagnus,Elaeagnus
Elaeagnus angustifolia,Elaeagnus
Elaeagnus commutata,Elaeagnus
Elaeagnus comp.,Elaeagnus
Elaeagnus/Shepherdia argentea,Elaeagnus
Elaeis,Elaeis
Elaeis guineensis,Elaeis
Elaeocarpaceae,Elaeocarpaceae
Elaeocarpaceae (type 1),Elaeocarpaceae
Elaeocarpaceae cf. Sloanea,Sloanea
Elaeocarpaceae cf.Tetratheca,Elaeocarpaceae
Elaeocarpaceae undiff.,Elaeocarpaceae
Elaeocarpaceae/Solanaceae,Elaeocarpaceae
Elaeocarpus,Elaeocarpus
Elaeodendron,Elaeodendron
Elaeoluma,Elaeoluma
Elaeoluma aff. E. nuda,Elaeoluma
Elaphoglossum,Delete
Elaphoglossum engelii,Delete
Elaphoglossum yoshinagae,Delete
Elaphoglossum/Asplenium,Delete
Elaphoglossum/Asplenium-type,Delete
Elatine,Delete
Elatine-type,Delete
Elattostachys,Elattostachys
Eleaegnus,Elaeagnus
Eleocharideae,Cyperaceae
Eleocharis,Cyperaceae
Eleocharis cf. E. sphacelata,Cyperaceae
Eleocharis comp.,Cyperaceae
Eleocharis geniculata,Cyperaceae
Eleocharis palustris,Cyperaceae
Eleocharis sp.,Cyperaceae
Eleocharis sphacelata,Cyperaceae
Eleocharis type,Cyperaceae
Eleocharis-type,Cyperaceae
Eleusine,Poaceae
Eleusine indica,Poaceae
Elizabetha,Elizabetha
Elizabetha-type,Elizabetha
Elodea,Delete
Elodea-type,Delete
Elymus,Poaceae
Elymus cinereus,Poaceae
Elymus elymoides,Poaceae
Elymus elymoides-type,Poaceae
Elymus sp.,Poaceae
Elymus type (Hordeum type wildgrass),Poaceae
Elymus-type,Poaceae
Elytropus,Apocynaceae
Embelia,Primulaceae
Embelia schimperi,Primulaceae
Embelia-type,Primulaceae
Embelia-type (E. schimperi),Primulaceae
Embothrium,Embothrium
Embothrium coccineum,Embothrium
Emex,Rumex
Emex spinosa,Rumex
Emilia,Asteraceae
Emmenosperma,Emmenosperma
Empetraceae,Ericales
Empetrum,Ericales
Empetrum cf. E. nigrum,Ericales
Empetrum hermaphroditum,Ericales
Empetrum nigrum,Ericales
Empetrum nigrum subsp. hermaphroditum,Ericales
Empetrum nigrum-type,Ericales
Empetrum sp.,Ericales
Empetrum/Ledum,Ericales
Empetrum/Ledum-type,Ericales
Empetrum/Rhododendron subsect. Ledum,Ericales
Empetrum/Rhododendron subsect. Ledum-type,Ericales
Empetrum-type,Ericales
Encalypta,Delete
Encalypta-type,Delete
Encelia,Encelia
Encelia cf. E. farinosa,Encelia
Encelia farinosa,Encelia
Encelia sp.,Encelia
Encelia-type,Encelia
Enceliinae,Asteraceae
Encephalartos,Delete
Endophragmiella,Delete
Endopleura,Endopleura
Endospermum,Endospermum
Endospermum chinensis,Euphorbiaceae
Engelhardia,Engelhardia
Engelhardia cf. E. spicata,Engelhardia
Engelhardia/Alfaroa,Engelhardia
Engelhardia-type,Engelhardia
Engelhardtia,Engelhardia
Engelhardtia/Alfaroa,Engelhardia
Engelhardtia-type,Engelhardia
Engelmanniinae,Asteraceae
Englerina,Loranthaceae
Englerophytum,Englerophytum
Enicostema,Gentianaceae
Enneapogon,Poaceae
Enneapogon desvauxii,Poaceae
Enneapogon sp.,Poaceae
Entada,Entada
Entada phaseoloides,Fabaceae
Entada-type,Entada
Entadopsis,Entada
Entandrophragma,Entandrophragma
Entandrophragma-type,Entandrophragma
Enteropogon,Poaceae
Enteropogon macrostachyus,Poaceae
Entophlyctis lobata,Delete
Entorrhiza,Delete
Entorrhiza sp. (type HdV-527),Delete
Epacridaceae,Epacridaceae
Epacridaceae-type,Epacridaceae
Epacrideae,Delete
Epacrideae undiff.,Delete
Epacrideae-type,Delete
Epacris,Ericales
Epacris obtusifolia,Ericales
Epacris serpyllifolia,Ericales
Epacris-type,Ericales
Ephdra,Ephedraceae
Ephedra,Ephedraceae
Ephedra,Ephedraceae
Ephedra (branched folds),Ephedraceae
Ephedra (simple folds),Ephedraceae
Ephedra 1,Ephedraceae
Ephedra 2,Ephedraceae
Ephedra alata,Ephedraceae
Ephedra alata-type,Ephedraceae
Ephedra breana,Ephedraceae
Ephedra californica,Ephedraceae
Ephedra californica-type,Ephedraceae
Ephedra cf. E. distachya,Ephedraceae
Ephedra cf. E. foeminea,Ephedraceae
Ephedra cf. E. fragilis,Ephedraceae
Ephedra cf. E. fragilis subsp. campylopoda,Ephedraceae
Ephedra cf. E. nevadensis,Ephedraceae
Ephedra cf. E. strobilacea,Ephedraceae
Ephedra cf. E. tweediana,Ephedraceae
Ephedra chilensis,Ephedraceae
Ephedra distachia,Ephedraceae
Ephedra distachya,Ephedraceae
Ephedra distachya + fragilis,Ephedraceae
Ephedra distachya subsp. helvetica-type,Ephedraceae
Ephedra distachya t.,Ephedraceae
Ephedra distachya type,Ephedraceae
Ephedra distachya/E. major subsp. major,Ephedraceae
Ephedra distachya/E. nebrodensis,Ephedraceae
Ephedra distachya+fragilis,Ephedraceae
Ephedra distachya-clumps,Ephedraceae
Ephedra distachya-Typ,Ephedraceae
Ephedra distachya-type,Ephedraceae
Ephedra dist-type,Ephedraceae
Ephedra foeminea,Ephedraceae
Ephedra foeminea-type,Ephedraceae
Ephedra fragilis,Ephedraceae
Ephedra fragilis subsp. campylopoda,Ephedraceae
Ephedra fragilis subsp. campylopoda-type,Ephedraceae
Ephedra fragilis type,Ephedraceae
Ephedra fragilis-Typ,Ephedraceae
Ephedra fragilis-type,Ephedraceae
Ephedra frag-type,Ephedraceae
Ephedra intermedia,Ephedraceae
Ephedra intermedia-type,Ephedraceae
Ephedra major,Ephedraceae
Ephedra major subsp. major,Ephedraceae
Ephedra major-type,Ephedraceae
Ephedra monosperma,Ephedraceae
Ephedra nebrodensis,Ephedraceae
Ephedra nevadensis,Ephedraceae
Ephedra nevadensis-type,Ephedraceae
Ephedra sinica,Ephedraceae
Ephedra sp.,Ephedraceae
Ephedra strobilacea,Ephedraceae
Ephedra strobilacea-type,Ephedraceae
Ephedra torreyana,Ephedraceae
Ephedra torreyana-type,Ephedraceae
Ephedra trifurca-type,Ephedraceae
Ephedra tweediana,Ephedraceae
Ephedra undiff.,Ephedraceae
Ephedra viridis,Ephedraceae
Ephedra viridis-type,Ephedraceae
Ephedraceae,Ephedraceae
Ephedripites,Ephedraceae
Ephedripites bernheidensis,Ephedraceae
Ephedripites renzonii,Ephedraceae
Ephedripites subg. Distachyapites,Ephedraceae
Ephippiandra,Monimiaceae
Ephorbia,Euphorbiaceae
Epicoccum purpurascens,Delete
Epilobium,Onagraceae
Epilobium angustifolium,Onagraceae
Epilobium angustifolium-type,Onagraceae
Epilobium brachycarpum,Onagraceae
Epilobium cf. E. angustifolium,Onagraceae
Epilobium fleischeri,Onagraceae
Epilobium glandulosum-type,Onagraceae
Epilobium latifolium,Onagraceae
Epilobium montanum,Onagraceae
Epilobium palustre,Onagraceae
Epilobium paniculatum,Onagraceae
Epilobium sect. Zauschneria,Onagraceae
Epilobium sp.,Onagraceae
Epilobium tetragonum group,Onagraceae
Epilobium undiff.,Onagraceae
Epilobium/Oenothera,Onagraceae
Epilobium/Scrophulariaceae,Onagraceae
Epilobium-type,Onagraceae
Epimedium,Berberidaceae
Epipactis,Orchidaceae
Epipactis palustris,Orchidaceae
Epipactis palustris-type,Orchidaceae
Episcia,Gesneriaceae
Epithelantha micromeris,Cactaceae
Equisetaceae,Delete
Equisetum,Delete
Equisetum arvense,Delete
Equisetum heleocharis,Delete
Equisetum sylvaticum,Delete
